clean_tweet,Ofensivo,Vulgar,ambas
seria lo peor que pudiera pasarle a guatemala es un hombre que defiende a los que han causado dano al pais que tiene la consigna del chungo ivan velasquez personaje nefasto a donde llegue apoya a los de codeca que es un movimiento con oscuras intenciones no no y no,0,0,False
asi es solo al chungo lo habian cogido asi,0,0,False
gracias,0,0,False
"que opinas sobre el arte
 que es mu chungo pasar frio",0,0,False
que es chungo,0,0,False
ostras es chungo pero es que si lo piensas yo tampoco veo otra solucion,0,0,False
nunca he interactue con elhay cuentas que cuando aparecen las silenciopero el necesitaba tomar de su propia medicinahan hecho mucho dano,0,0,False
el poder es machista y no ha variado mucho,0,0,False
no hay una claris con neuronas,0,0,False
control y represion en eso radica,0,0,False
"okey ledezma la unica condicion que el pueblo de venezuela te pone es que tu yerno andres izarra sea tu ministro plenipotenciario de informacion  ahhhhh y lamentamos que william izarra papa de andres haya muerto el hubiese sido un asesor ideal en tu presidencia
chupoptero",1,0,True
"suscribo lo que dice  mejor metete a banar dipuchango o  o diputado  
ademas de lambiscon al inepto peor presidente de la historia que ni te pela 
jajajajejejejijijijojojojujuju",1,0,True
la complicidad de tu amo palero chupoptero ya despidanse de su hueso fracasados,1,0,True
"si ignoras que ni la ley organica del congreso general ni el reglamento de diputados permiten semejante atropello que mal

si lo sabes que miserable y ruin chupoptero que eres",1,0,True
"mira fulano la vida se vive hoy tu vives del pasado
la 4t gobierna hoy y prometio seguridad y terminar con la violencia donde estamos chupoptero",0,0,False
siguiendo tu argumento para cuando quitan al chupoptero de palacio,0,0,False
que asco el toxicomano chupoptero cacorroneko viviendo ahora de los contribuyentes,0,0,False
fachada de la basilica de  siglo xvi ejemplo del barroco churrigueresco granadino intervinieron diversos artistas jose ramiro ponce de leon agustin de vera moreno y miguel de pereda utilizaron marmoles de  y  y jaspes verdes d,0,0,False
el  es uno de los edificios que se distinguen en la  por sus fachadas de estilo churrigueresco,0,0,False
quisiera saber cuantos y quienes de nosotros apoyaria a los chiquillos en actos energicos de protesta en contra de esos sueldos se quedan solos como siempre y tratados como chusma,0,0,False
entonces confirmas vinculos de el con dona estupefaciente y sus ratas allegados ratas que descaro y vulgaridad de ejecutivo federal y su chusma,1,0,True
12 abran los ojos cubanos digan a los del golpe en pecho a los patria y vida a la chusma que los entretiene que este es el muro de las netas sin la verdad no habra patria y la vida es mucho mas de lo que cualquiera se imagina porque no es estar vivo es saber vivir,0,0,False
11 por desgracia la mayoria esta extraviada en sus adentros agobia pensar que uno escribe para ellos que estan dentro y fuera y que solo unos pocos no quedan indiferentes esos son las excepciones que avivan mi trabajo los que prenden el mechon de la chusma dice un amigo,0,0,False
vente quica no te juntes con esa chusma,1,0,True
la gente woke no denuncia en tribunales ya que sus acusaciones no se sostendrian ante procesos serios de descargo de pruebas con el pretexto de que no los defienden hacen de estas redes un circo donde la chusma decide aun sin pruebas solo con el dicho de la victima,0,0,False
ultimamente estoi temblando demasiado no puedo controlarlo i mi mama ya anda de chusma,0,0,False
ya correrlo alv claudioque es eso de andarte juntando con la chusma de alito weno se pero piensalo fren,1,0,True
madreate a  en la casa se los famosos entra pura chusmamira que entro la srta laura,1,0,True
arriba la chusma enardecida,0,0,False
si willi tienes razon la mayoria de panaderos son colaboradores de esta chusma,1,0,True
quiza lo razonable sea vender a casemiro y tomar los 80100 millones que ofrecen pero mi corazon no esta lista para dejarlo ir quiza me arrepienta de decir esto pero con case como con marcelo me lo chuto hasta final de contrato aunque ya casi no vaya a jugar,0,0,False
con usted si me lo chuto ml miss adorada un gran dia nos aguarda abrazote,0,0,False
me lo chuto,0,0,False
me lo chuto abrazote majo chula,0,0,False
me la chuto este protzimo fin a ver si no termino pior,0,0,False
"ahorita me lo chuto

gracias bro",0,0,False
siiiiii gracias me lo chuto abrazote,0,0,False
lado que me lo chuto,0,0,False
va por claro asi no me chuto ni a orvananos ni los cientos de comerciales,0,0,False
viendo en lado positivo del mensaje si vio todo el video se chuto todos los anuncios completitos d,0,0,False
es del remakerebootcoso raro de la peli original igual y en estos dias me la chuto,0,0,False
si si eso pero la neta tambien me da mucha pena recordar que la pau se chuto mis outfits de los 1314 anos y todos esos trucos pubertos,0,0,False
cualquier gato tiene mas patriotismo que el cipayo que niegue al libertador de america,1,0,True
ya diste el primer paso aceptar que el pueblo adora a andres manuel el segundo es que dejes el pensamiento cipayo y aceptes de que el carisma puede ser un elemento de liberacion para quienes  no tienen para pagar las colegiaturas de las carisimas universidades donde das clase,0,0,False
cipayo ensobrado,0,0,False
cipayo fernandez es un cipayo guabinoso o,0,0,False
el derecho internacional esta claro q para los gringo es papel hijienico y muy ascoso la actitud del gobierno argentino un  cipayo ellos q ayer fueron amigos y hermanos  cobarde miserable respondamos igual,1,0,True
"el cipayo izquierdita junior se echa de cabeza solo se entrega una plaza cuando se esta en guer ra
y vaya que la ha hecho y a manos llenas tanto de su propio bolsillo la herencia paterna como el de la usaid
cinico traidor a la patria",1,0,True
miserable  ahi llega la espada de bolivar    el paraco narco criminal de uribe no te quiere volver a ver inutil cipayo,1,0,True
"y lo anuncian con bombos y platillos vean nuestras utilidades
si pero y con eso que dieron mas creditos a tasas mas bajas dejaron de cobrar cargos abusivos por cualquier tontera hasta de sacar plata del cajero",0,0,False
ya vi la forma que los puede quitar estos consultorios deben tener varios permisos entre ellos cofepris  el mismisimo gatogatell encargado autorizarlos mira que facil yo creo que les quieren cobrar piso casi 20mil consultorios tantan,0,0,False
la verdad ya no se a quien mas llamar o escribir para que me reconecten el servicio son unos irresponsables imagino que no me van a cobrar el mes completo,0,0,False
que paso en realidad acusan a restaurante de cobrar mas de mil pesos por 5 memelas,0,0,False
y no dejo que fuera a verla a telemundo por covid esta ivonne tan mentirosa ya estoy creyendo en el rumor que no la llevo porque quizo cobrar porque fuera la nina porque dudo que haya sido por evitar contagios,0,0,False
no deberian cobrar el ingreso a residentes locales en la megaescultura al abrirse como atractivo turistico,0,0,False
un dia como hoy en el ano 2022 tengo 74 dias que pague por mi renovacion de pasaporte y aun no me dan fecha de la cita enfrentandome con la ineptitud y nulas respuestas de un organismo que para cobrar si responde en minutos,0,0,False
yo concuerdo gatell se referia a la mala praxis medica pululante en farmacias irregulares donde muchas veces el que te da la consulta es un estudiante de medicina e incluso en algunas hasta una persona con secundaria y en donde los inspectores solo pasan a cobrar,0,0,False
todo menso wey sus cuentas troll aqui ya no enganan a nadie ve a cobrar tu dia jajajaja,1,1,True
como cobrar la incapacidad del imss,0,0,False
los pensionados deberian cobrar un bono anti ronchacomo consecuencia de lo que dijo maduro el primero de mayo,0,0,False
de nada sirve ayer frente a los soldados vi como llegaban a cobrar la extorsion a un vendedor en soyapango,0,0,False
angelina alego que en el mismo vuelo se produjo otro altercado fisico que le causo lesiones incluyendo una en el codo,0,0,False
un rico codo q raro jahaha opino q va orale con tu cel esta chido,0,0,False
me duele tremendamente el codo viendo lo que uno gasta en productos dermatologicos,0,0,False
2060 pesos solo para un certificado de la carrerasi me duele el codo bien gacho,0,0,False
14 alubias con chorizo y tocino  con su codo de cerdo,0,0,False
la de la roche posay pero estoy por probar la de eucerin mejor porque me duele el codo,0,0,False
"recuerdo cuando renove mi licencia de conducir antes de la pandemia quien diria que serian los anos en que menos usaria el carro
ahora me quedan unos meses nomas y me duele demasiado el codo pagar mas de mil por tres anitos
send licencia permanente pls",0,0,False
me esta doliendo el codo pagar un curso de orto implantes para que al rato el paciente me diga que no quiere pagarlos  y prefiera irse con el orto patito de la esquina,0,0,False
el jugador va al codo,0,0,False
"totalmente
yo estoy super orgulloso de mis hijos porque aprendieron a siempre aplicar en su estornudo cubrirse con la parte anterior del codo",0,0,False
prdn por agradecerte tanto cada q me invitas algo es q anduve con alguien codo al q le tenia q pagar siempre los pasajes con tal de q viniera a verme,0,0,False
ahi esta el saludo de tocarse arriba del codo con un leve apreton siempre se ve cuando reporteros y periodistas se reunen con los presidentes es una senal que significa ya recibi el deposito gracias y del otro lado ya te deposite,0,0,False
esa mara de hugo siempre dispuestos ayudar sin pensarlo 2 veces,0,0,False
que coime es eso de la expresion de genero la cara idi0t4 que pone,1,0,True
no es la primera vez que lo leo,0,0,False
cualquiera diria que este maje  esta sobado pero la realidad es que honduras esta lleno de pencos que caminan armados,0,0,False
dormir,0,0,False
que linda es honduras  seria mas bella sin esos parasitos que suenan anhelan vivir y servirse del gobierno feliz dia,0,0,False
creo que eddie es la unica persona que ha logrado estafar a los atala tidos menos ellos sabian que ese maje con la camisa de motagua es un,0,0,False
"un dia de estos le voy a soltar un vergazo a mi jefe si vieran lo pendejo que es 
a de ser cachureco o de libre",1,1,True
"la mayoria sabiamos que la senora no iba a estar al frente sabiamos que mel iba a meter las unas pero creo que todos pensabamos ver mas en esas funciones a   y a  
y todo por la culpa del perro de  con tal de verlo afuera y preso",1,0,True
solo ha logrado la independencia de mexico del coloniaje corporativo y derrotado a los subditos de las trasnacionales lacayos como tu,1,0,True
miles de indigenas muertos sus mujeres violadas infectadas de cuanta enfermedad trajeros los harapientos borrachos de los puertos espanoles saqueo coloniaje etc te gusta asi o con unos callos a la madrilena,0,0,False
esta gentegracias  a nuestro bolivar  que no fue un  rey chulo   por ciertose libero del coloniaje espanol asquerosodecadente y  vulgar,1,0,True
restaurar la republica espanola y combatir el coloniaje es tarea de los espanoles y de los democratas del mundo,0,0,False
si yo me callo gritarian las piedras de los pueblos de america latina que estan dispuestos a ser libres de todo colonialismo despues de 500 anos de coloniaje,0,0,False
la costra tenaz del coloniaje sigue viva en,0,0,False
cronica y esencia del coloniaje origen de la pobreza del mundo desde esos tiempos y causa de las migraciones de hoy,0,0,False
"petro en ningun momento menciono a la lacra de santander solo a bolivar sucre ohiggins
es una sola historia plagada de resistencia y acciones libertarias para dos pueblos con un origen comun que deben luchar juntos por liberarse del coloniaje y engradecer a latinoamerica",0,0,False
pues sobriedad y ya no tanto colorinche,0,0,False
asi es mi conejo  de la suerte,0,0,False
el conejo malo sigue rompiendo estereotipos  y se ve,0,0,False
no es un conejo,0,0,False
dirigira el conejo perez,0,0,False
"un pendejo eskeantes si nos quedabamos a trabajar despues de la hora de salida 
yo ah pues que pendejos",1,1,True
las farrmacias preferidas por el conejo malo,0,0,False
el burro diciendole orejon al conejo hqj,0,0,False
"por esa razon es que el famoso conejo esta tan adentro de la cultura que es casi inminente venderle el alma al diablo 

dentro de 4 anos lo veo cancelado o sin relevancia",0,0,False
la historia de amor de bad bunny y gabriela berlingeri  a traves de  que malos gustos tiene ese piruja con su horrendo conejo malo lo vio guapo,1,1,True
quiero toda la verdad no quiero que saques un conejo de tu sombrero una carta bajo la manga,0,0,False
"nunca voy a entender por que existiendo una palabra tan hermosa como cucurucho nosotros hemos decidido llamarle cono o barquilla

que nos pasa",0,0,False
el cono de tu puta madre maldito arrastrado maduro solo tiene unos tres pelagatos ignorantes como tu que lo apoyan mmgvo,1,1,True
cono si no entiendo cuando entenderan y el  les dice perra porque el nacio de una,1,1,True
joder y quien fue el indio que hizo compadre a este gachupin de mierda sin agraviar al otro cono rediez,1,1,True
hasta cuandooooo cono por favor pongan preso a este pendejo,1,1,True
este es el unico y original creador del coito creador del sexo no seas copion hijo de tu puta madre,1,1,True
pues que copion,0,0,False
copion,0,0,False
copion de merda el que rie al ultimodice el viejo refran,1,1,True
jajajjajajajajael copion de la clase,0,0,False
copion,0,0,False
copion,0,0,False
y que tan copion es el prd de morena ahora llaman a su proximo candidato a gobernador del edo de mexico coordinador estatal de la agenda del sol  azteca les suena coordinadora de comites de morena del estado de mexico,0,0,False
pendejo copion q eres,1,1,True
copion yo tmb hice lo mismo,0,0,False
puto copion,1,1,True
copion,0,0,False
pero te debiste poner muy marcado o correoso no,0,0,False
flaco y correoso esas fueron las caracteristicas que le permitieron eludir golpes y moverse a gran velocidad por cada centimetro del cuadrilatero su condicion fisica y don atletico eran innegables y muy pronto tuvo la oportunidad de pelear por su primer titulo mundial,0,0,False
lyonque no jugaba la champions pero si recopabueno el equivalente en francia a albaceteespanyolpero de que le puso un baile al real en una de sus mas ganadoras epocascon el correoso mourinholo pusosi no te acuerdas de eso quedate con tu sapienciay a mi mi ignorancia,0,0,False
un impresentable se ha creido el dueno del cotarro cargandose a rdt y no va a llegar a octubre con suerte,0,0,False
cromo interferencia aditiva 1973 serigrafia 95150,0,0,False
mira este reto un logotipo de seleccion para cada grupo  consigue al menos un cromo con un logotipo de seleccion de cada grupo del torneo,0,0,False
"listas las estampas 

alberto lati fue el encargado de revelar los 18 jugadores con cromo en el album de qatar 2022 de panini 

funes mori romo charly rodriguez y lainez son algunos jugadores que aparecen 

quedan fuera varios como santi gimenez johan a vega o henry",0,0,False
"chiamo esto es demasiado fino
lo siento voy a llenar mi album

acabo de conseguir un cromo de germany logo",0,0,False
ahhh pero si fuera un cromo de mujer bien acomedido el muchacho jajajaja,0,0,False
experta en cromo desde hace 28 anos,0,0,False
jajaja al final los equipos ni importan porque ni salen en el cromo,0,0,False
acabo de conseguir un cromo de keysher fuller,0,0,False
subastaran cromo de mickey mantle en 77 millones de dolares,0,0,False
asi te quedan dientes de tanto cromo,0,0,False
una bola de jabon de cuaba entera y luego unos de los verdes que traen de  pa los se lo merecen,0,0,False
cualquiera que requiera un tratamiento especial requiere acudir a un especialista es obvio incluso si vas a un medico particular como sugieres este te enviara con el siguiente nivel lo tuyo es extrano considerando tus banderitas en el perfil de llamar la atencion,0,0,False
es su unica opcion y ademas creame que esta en buenas manos y que todos los medicos que dignamente laboran en esa empresa son titulados igual que cualquiera que por lo que sea trabajamos en una institucion de salud publica,0,0,False
"de acuerdo pero antes del mundial nunca mencionaron o dijeron nos toca la peor alemania de la historia 

a toro pasado cualquiera",0,0,False
uta complicado cualquiera de los dos son medianos pero pueden cumplir muy bien en el esquema de chavi,0,0,False
en todos lados esta igual  es el paraiso de los gandallas cualquiera hace lo que quiere la ley esta de adorno en el desgobierno de,0,0,False
"alarmante que se transgreda la ley impunemente como nunca antes 

tener un debido proceso respetuoso de los derechos humanos nos protege a todos si no existe esto significa que a ti a mi o a cualquiera de nosotros nos pueden inventar cualquier cosa cualquier dia",0,0,False
"lo mismo pense con esa palabrita colonial en cualquiera de sus presentaciones 
total de educacion pedagogia o de menos didactica mejor ni hablar ni quien entienda",0,0,False
"cualquiera le puede pasar con packs si hay educacion no tendrias problemas con los chavos o si
asi que insisto tarde o temprano saldran los packs claro que es delito sin embargo saldra porque es persona publica y del pri",0,0,False
"hola ernesto
te ofrecemos una disculpa por el inconveniente y queremos ayudarte a solucionarlo 
por favor contactanos en cualquiera de los siguientes medios

 atencion 33 96 90 00 00
 whatsapp 
 telegram",0,0,False
cualquiera que sea tendra que ser plebiscitada  es reformar la del 2005 tendremos que esperar hasta el 59 para saberlo no quiero la de bachelet trae la maldita agenda incluida  servel  carol bown registro civil,0,0,False
por suerte no eres asesor politico si lasso lanza una muerte cruzada gana cualquiera menos lasso lasso no tendria el apoyo de todos los grupos y partidos que le apoyaron por que no tiene palabra,0,0,False
peliculas protagonizadas por mujeres sin que se presenten como victima  sino como heroinas han existido desde hace mas de 30 anos peeeroooo redes sociales donde cualquiera puede expresar cualquier tonteria y ser escuchado por muchos esas solo llevan un par de anos existiendo,0,0,False
"era una buena persona pero acababa de decirme que queria tener un hijo casarse y que afuera habia una temperatura de 40deg

eso me hacia sentir realmente mal me habia resignado a morir solo en un cuartucho y ahora ella pretendia alterar mi plan maestro

 charles bukowski",0,0,False
de hecho amaury por muchos anos fue desplazado de la familia de jorge porque no se llevaba bien con angelica incluso dicen q jorge no le pasaba nada de dinero y vivio por muchos anos en un cuartucho,0,0,False
"chale estas bien danade companere

no le pides nada a los fanaticos de mussolini 

todo porque te subieron la renta del cuartucho que rentabas en la romacondesa

si no te alcanza hay cientos de colonias en la cdmx 

de nada",0,0,False
buscarse cualquier cuartucho tambien,0,0,False
"cuando ud me muestre un video de la senora papoteandose con la cuchara voy y denuncio
mientras tanto hago lo mismo q ud
escribo a veces con pruebas y otras sin",0,0,False
soy la unica que le da asco comer con cuchara obvio la sopa si,0,0,False
marico y de paso lo pica con una cuchara esta tipa tiene mas problemas en la cabeza que tu y yo juntos,0,0,False
"ascooo la cuchara y la esponja 
por que toda la gastronomia gringa consta de echarle kilos y kilos de queso amarillo a cada platillo 
eso o hacer todo frito",0,0,False
deja de matar gente jajaja  minimo revivan a 1 por equipo sin tenedor ni cuchara para que se organicen bien,0,0,False
la cuchara mija la cuchara,0,0,False
y sacaste una cuchara del bote de basura,0,0,False
tambien sali tarde por preparar mi cereal y no traje cuchara,0,0,False
googleando como comer cereal sin cuchara y sin mancharme toda,0,0,False
"buenos dias  hoy en la portada de  encontraras

diputados con la cuchara grande
tri femenil sub20 avanza en el mundial
profeco revisa posibles abusos contra el turismo

y mucha mas informacion 
buscalo en tu puesto mas cercano o en tu tienda oxxo",0,0,False
fer siendo nuestro papa trayendonos comida y dulces cada q puede y trayendome cuchara para q coma helado lo keremos mucho,0,0,False
"pero vendes el cartel que eres del pueuloy comes en restaurante cuico

 nadie te cree el show",0,0,False
me acuerdo haber ido una vez a ese bar cuico y caro,0,0,False
por eso digo cuico y flaite son la misma wea,0,0,False
el brazo cuico,0,0,False
si no has hecho chorrillana en una estufa eres cuico,0,0,False
estamos inmersos en una cultura de la cancelacion tan descarada que si alguien llama valiente a otro salta de inmediato un cuico culiao feo a criticarte por hacerlo imaginate lo que significa decir rechazo cuando todos en tu medio hacen lo contrario escucha a sergio micco,0,0,False
pense k eran taxistas pero son cuicos de la  distinguidos x observar las normas como no estacionarse en la banqueta no 1 3 patrullas de grande kiero ser cuico,0,0,False
to cuando votaba me sentia cuico porque lo hacia en el saint dominic jajaja ahora lo hare en la misma pobla donde vivo,0,0,False
"calibre 22 la fusquita del cuico gacho

pero bien que alli anda de fascineroso con su trajecito y toda la cosa



asi ira",0,0,False
pinche cuico de mierda pocos huevos,1,1,True
tu ponte a comer viril de cuico crudo y pelado,1,0,True
pucon es cuico,0,0,False
un chucho dundo que solo los basureros conoce pues es donde come mierda basta ver el ejemplo que pone de un soplado cuilio,1,1,True
un chucho dundo que solo los basureros conoce pues es donde come  basta ver el ejemplo que pone de un soplado cuilio,1,1,True
tambien lloro cual protagonista de culebron mexicano  subannlas imagenes los videos de la lloradita del jp,0,0,False
esto es el culebron del verano como el monstruo del lago ness,0,0,False
caso cerrado he dicho  un mega culebron,0,0,False
knives out me esta gustando mucho porque es todo un culebron,0,0,False
sergio gomez ficha por el manchester city fin al culebron lodi,0,0,False
un poeta inoperante hace un cameo en un culebron ignorado por la critica,0,0,False
un verdadero culebron eh que manera de tener personajes ese libro lo ame disfrute mucho leerlo gran obra literaria,0,0,False
la industria del videojuego antes del 2000s era un culebron lleno de infidelidades y apunaladas traperas,0,0,False
eso si es culebron,0,0,False
carita de dame duro contra el muro,0,0,False
confirma que era el tipo asi de simple bueno hasta el proximo culebron,0,0,False
el culebron pues dos mujeres peleandose por un tipo ya de por si es patetico pero uno se imagina que el tipo debe estar espectacularmente bueno  en serio toda esa novela por ese senor,0,0,False
"la 3a mejor pelicula de tarantino empatada con las dos de kill bill pero le doy un mini punto mas a esta porque el cine cultureta es mas mi movida
se que  y sus  no aprueban esta opinion pero maremeua que peliculon",0,0,False
a los pocos dias el administrador me saco del grupo supongo porque no soy experto culturoso y afortunadamente no volvi a saber de ellos,0,0,False
a vivir  vivi sonar sonar abrazo nino bello,0,0,False
gracias a veces me da por escribir y lo hago hermoso lunes corazon chilenoun abrazo virtual para ti,0,0,False
pues yo duermo un poquito mas tarde corazon pero gracias por tus deseos,0,0,False
gracias linda noche,0,0,False
que sea  de bendicion para chile linda noche,0,0,False
gracias corazon cuidate,0,0,False
ups perdon es mi forma de hablar pero es con aprecio ok excelente sabado,0,0,False
lo mismo para ti corazon bello un abrazo,0,0,False
gracias linda noche para ti,0,0,False
debemos pedir  exigir primariasla oposicion debe alinearse a democratizarse hacia dentro cada quien que aspire que se cuente que se legitimenada de mas dedocracia abusivaprimarias ya,0,0,False
en este space habemus mucho descamisadomuestra cuerpo que ya se me olvido de que estan hablando,0,0,False
torerazo el cejas  saco la casta ante un manso descastado y peligroso se lleva tremendo cate y despues lo mete a la muleta a puro valor,0,0,False
ponle a la mananera te estan evidenciando una vez mas descastado,0,0,False
toro descastado sin recorrido el pincho no vi el segundo estoque de corto la transmision,0,0,False
hay que ser ruin y descastado basura humana para no recordar que cuba fue el primer pais en llegar en nuestra ayuda cuando nos fue menester la ayuda devuelta es solo justa y merecida correspondencia a nuestros hermanos cubanosnoblesse oblige muy lejos de tu espiritu infame,1,0,True
que fds tan descriteriado ajajaja,0,0,False
eso te ensartaron zombie descriteriado otro coprofago vomitivo,1,0,True
eso te ensartaron zombie mmv descriteriado ignorante kk tua,1,0,True
esto habla bien muy claro de su supina ignorancia como puedes ser tan arratrado que te motiva a ser asi de indignos descriteriado buscas acaso mas zombies seguidores publicando tanta kk,1,0,True
mensaje para ti que mandas fotos desnudo por whatsapp,0,0,False
el tio ssp tuiteando desnudo,0,0,False
para saber si en verdad te gusta alguien imaginatelo desnudo si no te da asco ya la hiciste,0,0,False
yo me desnudo todas las noches para banarme de ella,0,0,False
entonces yo me defino como nina de 6 anos y pido se me permita ducharme desnudo con ninas de esa edad en nuestra clase de ballet estas de acuerdo asi de ridiculos son con su ideologia de genero insisto quieren competir hagan competencias trans y ahi nadie les dira nada,0,0,False
"en que momento ha sido insultado 
franchute es despectivo pero no un insulto no ha habido descortesia en mis respuestas
mi unico tema con mv es exponerlo tal cual es para hacer algo contra su ambicion
espero haya leido mis tuits de archivo faltaron muchos que no halle",0,0,False
no sea hipocrita dijiste mas al respecto y en tono despectivo discriminador y humillante bueno ya sabemos desde hace mucho tiempo como eres amlo tiene razon y te describio a la perfeccion,0,0,False
no es convenientemente nunca se toco el tema si lo hubieras tocado se hubiera discutido pero no fue asi todo empezo por un tweet despectivo con la palabra naco y yo conteste que de igual manera dije que los igualmente y aqui estamos mas nunca nadie toco el tema,0,0,False
pero es un insulto despectivo como el temino ojos de moneda ya mejor ve a seguir alabando un alimentando a cantantes genericos sin talento y sin chiste,0,0,False
ademas de que tu foto esta editada que tiene si no es tu cuerpo no tienes porque opinar y menos ser ofensivo y despectivo,0,0,False
"en realidad lo expulsaron por estar trabajando con visa de turista
cosa que no podes hacer en cualquier pais del mundo
y lo de insultarlos pues no les he visto usar lenguaje despectivo a lo mucho llamarles chayoteros",0,0,False
esta senora donde esta lo despectivo lo denigrante o lo humillante solo en el espacio vacio de tu cavidad craneana,1,0,True
que feo ahora solo guardo los tweets en borradores por q siento que soy muy despectivo e hiriente,0,0,False
se me hace tan pero tan despectivo que le llamen pueblo quieto a aguascalientes,0,0,False
no es mujer es hombre porque llamarla hija machorra entonces dejo de ser descripcion y si fuera el caso machorra es despectivo,1,0,True
"yo se que ningun adjetivo despectivo hacia la salud mental de alguien es guay pero la palabra  tocadiscos jajajajaja me da un chingo de risa 
tas bien tocadiscos",0,0,False
mientras continuen llamando comedia impropia al discurso de odio clasista misogino y despectivo los standuperos mexicanos seguiran siendo unos imbeciles,1,0,True
no dejes que el miedo te domine,0,0,False
"pero a mi me parece que hay que ser fuertes y felices para ayudar a la gente en su desgracia

hay que ser alguien que se domine a si mismo porque solo alguien asi puede ser verdaderamente generoso y capaz de ayudar eficazmente

albert camus",0,0,False
una disculpa con la palabra que le dire  usted es una subnormal porque de vvd no entiende como se mide en cuestion de panoramas  no hable al aire en un tema que no lo domine  no todos los temas dominas primero investiga y no desinformes,1,0,True
un meme donde sale scarlett johansson de una pelicula donde la voz de ia es de scarlett johansson y la otra pelicula protagonizada por la misma scarlett johansson,0,0,False
por ejemplo si te dicen que lo pongas a leer padre rico padre pobre olvidate de que entrara a la universidad si eso es lo que quieres si su fuerte es la tecnologia haria cualquier esfuerzo para que domine esta area tan solicitada,0,0,False
estoy de acuerdo con usted pero recuerda que esos nuevos para poder hacer algo deben darse a conocer hacerse de una imagen contundente para que domine una masa y pueda ser elegido para algo tu conoces alguno,0,0,False
enamorate de alguien que vuelva a ti despues de las peleas y no de alguien que el orgullo domine,0,0,False
deja wuasho jajajaja,0,0,False
ahi va otro y seguire hasta que el arte domine tiktok gtv,0,0,False
perdona la pedanteria pero en este tuit que escribo ahora hay un buen uso del punto y coma yo no tengo la teoria en la cabeza como daniela lo que tengo son innumerables lecturas quien ha sido lector toda su vida sabe cuando usar el punto y coma aunque no domine la teoria,0,0,False
aja sucio soberania de que  que tengamos a los marines en nuestra patria  que domine puertos  aeropuertos fronteras y espacio aereo con el pretexto de la lucha contra las drogas  y se roben todos nuestros recursos como libia o siria tu jamas seras presidente,0,0,False
es del dominguero,0,0,False
me pregunto si pensara lo mismo al momento de darle la mordid al taco de carnitas dominguero,0,0,False
llevame a un fondo dominguero,0,0,False
"ciertamente
solo he ido a dos despedidas una plan relajado dominguero con comida y regalos para la noche de bodas de la novia que usaria la novia y la otra pues solo nos fuimos de a bailar comer y beber la novia con velito y banda",0,0,False
mis rodillas dicen otra cosaadios mi amado fut dominguero,0,0,False
verdad que siiiiii nomames real el cielo esta super dominguero toooodos los dias,0,0,False
mi buen ricky si el gobierno anterior nos dejo como si estuvieramos en suizatu comentario dominguero aplicaria a la perfeccionpero cuando nos gobernaba una porqueria por logica se cambiay no es facil nadie tuvo los huesos para intentarlo,0,0,False
"otro lunes donde el mundo se rige por el futbol el programa dominguero de moda en la tele abierta la interminable batalla de chairos vs fifis y el maximo chisme de la farandula 

buen inicio de semana",1,0,True
me tengo que levantar en 2 horas y cuarto y estoy pensando si continuo intentando dormir o ya mejor me meto a banar y me siento a desayunar maldito perro insomnio dominguero ihateyou,1,0,True
amamos el chisme dominguero n,0,0,False
ese no fue mananero fue dominguero  adios,0,0,False
es una conspiracion decis vos  otro tarado dominguero con internet,1,0,True
lo que trae es mala asesoria y una suerte de espaldas para sus proyectos parece gallina vieja que quiere empollar y solo avienta aire,1,0,True
jajajaja son calientitos asi que pueden empollar,0,0,False
no veo parecido de lopitos un enano y el gran fidel,0,0,False
de ese tamano el enano,0,0,False
alli debio estar siempre el retrato de este enano miserable,1,0,True
utaaaaa porque no te quedas mudo estos ultimos 3 dias enano malparido,1,0,True
no le de explicaciones a este presidentito enano su experiencia avala los nombres que usted expuso y siendo viceral pero no irracional cualquiera podria hacer un mejor papel que esta recien nombrada secretaria,1,0,True
privilegiono digas mamadas lee de nuevo la historia de la chica nadie la obligo a nada ni seguir bebiendo ni a seguir al gato ese al bano ni a bloquear la entrada al bano ni de ella festejar haberse besuqueado al enano ese ponte a leer privilegio no mames,1,1,True
es un enano,0,0,False
advertidos estuvieron denle poder a puro pendejo enano y parentela ahi las consecuencias,1,1,True
enano criminal cobarde ladron pega block kjta envidioso y perverso solo le contestas a los borregos que alaban a este cinico de lf el ex mayor gral jose luis dominguez castillo pn te manda saludos oiste un comandante de tropas no un ing civil,1,0,True
no no no a usted le queda todo bonito catira linda,0,0,False
"del cielo cayo un enano
con dos pies y una mano
como quieres que te quiera
si al que quiero es a tu hermano",0,0,False
la gente que no sabe lo deja enchufado y te come la billetera,0,0,False
yo nunca habia usado termo electrico  estaba enchufado 24x7 hasta que una vecina me dijo  desenchufa y fijate el gasto fue bestial lo que descendio el consumo,0,0,False
tienes la costumbre de dejar enchufado el cargado enterate de cuanto estas pagando por hacer esto,0,0,False
ese tipo es un enchufado mediocre no le creo nadaaaaa,0,0,False
"y ese organismo publico llamado insasel acaso no hacen inspecciones pregunto
o es que esa empresa es de un enchufado que no lo tocan",0,0,False
tu tienes agua pedazo de incompetente enchufado inutil bandido,1,0,True
"de que confianza hablas

estas lloriqueando por un contacto faltando a otro cuando le habeis enchufado 3 al elche xd",0,0,False
y son peores cuando son los recomendados o familiares de algun enchufado con cargo,0,0,False
